"year","met","variable","value","description","units"
1952,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1953,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1954,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1955,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1956,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1957,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1958,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1959,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1960,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1961,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1962,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1963,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1964,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1965,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1966,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1967,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1968,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1969,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1970,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1971,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1972,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1973,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1974,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1975,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1976,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1977,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1978,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1979,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1980,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1981,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1982,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1983,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1984,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1985,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1986,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1987,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1988,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1989,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1990,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1991,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1992,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1993,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1994,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1995,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1996,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1997,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1998,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1999,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2000,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2001,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2002,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2003,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2004,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2005,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2006,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2007,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2008,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2009,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2010,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2011,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2012,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2013,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2014,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2015,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2016,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2017,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2018,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2019,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2020,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2021,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2022,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2023,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2024,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2025,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2026,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2027,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2028,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2029,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2030,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2031,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2032,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2033,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2034,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2035,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2036,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2037,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2038,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2039,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2040,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2041,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2042,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2043,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2044,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2045,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2046,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2047,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2048,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2049,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
2050,"1979","nddsf",30.7908828008363,"near IR diffuse downward solar radiation","W m-2"
1900,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1901,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1902,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1903,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1904,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1905,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1906,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1907,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1908,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1909,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1910,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1911,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1912,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1913,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1914,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1915,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1916,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1917,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1918,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1919,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1920,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1921,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1922,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1923,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1924,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1925,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1926,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1927,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1928,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1929,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1930,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1931,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1932,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1933,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1934,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1935,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1936,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1937,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1938,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1939,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1940,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1941,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1942,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1943,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1944,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1945,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1946,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1947,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1948,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1949,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1950,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1951,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1952,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1953,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1954,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1955,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1956,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1957,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1958,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1959,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1960,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1961,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1962,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1963,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1964,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1965,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1966,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1967,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1968,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1969,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1970,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1971,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1972,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1973,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1974,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
1975,"1979","vbdsf",30.2158850354189,"visible beam downward solar radiation","W m-2"
